evaluations raw_y
1 4191117837.3567495346
3 2900280689.7388229370
5 1742066587.5857489109
11 1407261992.0351502895
16 736955050.5923213959
21 723403603.8054748774
23 693649404.6060507298
26 317359476.8706164360
