evaluations raw_y
1 86.3216162369
2 85.7961254006
6 84.1775059390
11 84.0778429797
21 82.3538213750
24 82.2378051337
25 80.6599536480
26 80.4764354058
28 78.2456802146
33 77.5284281272
35 76.8580287623
37 76.3857614359
40 76.0484953246
42 75.4327316838
47 75.4098372252
49 74.4549081227
