evaluations raw_y
1 3892.1310970612
3 3815.1259587354
5 3379.8384297988
6 2973.5935644762
22 2607.4989809711
25 2580.1512687315
27 2095.7648574965
30 1827.8625794626
37 1510.5052002811
45 1631.2196053458
